qid,hop,condition,label_mode,raw_output,prediction,gold_answers,gold_count,prediction_count,exact_match,set_precision,set_recall,set_f1,abstained,mixed_unknown,duplicate_output,protocol_violation,hit_max_token_limit,input_tokens,output_tokens,generation_seconds,peak_gpu_memory_gb,false_candidate_count,false_candidates,false_adopted,gold_retained_any,gold_retained_all,contradiction_category
2hop_test_8123,2,entity_substitution,anonymized,Entity_0010;Entity_0002;Entity_0011,Entity_0010 || Entity_0002 || Entity_0011,Entity_0010 || Entity_0011 || Entity_0006,3,3,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,292,21,4.4363,2.597,1,Entity_0002,1,1,0,
2hop_test_9147,2,entity_substitution,anonymized,Entity_0010;Entity_0007,Entity_0010 || Entity_0007,Entity_0006,1,2,0,0.0,0.0,0.0,0,0,0,0,0,257,14,3.3841,2.59,1,Entity_0010,1,0,0,
3hop_test_10122,3,entity_substitution,anonymized,Entity_0003;Entity_0004;Entity_0009,Entity_0003 || Entity_0004 || Entity_0009,Entity_0002 || Entity_0016 || Entity_0004 || Entity_0003,4,3,0,0.6666666666666666,0.5,0.5714285714285715,0,0,0,0,0,364,21,4.786,2.61,1,Entity_0009,1,1,0,
3hop_test_10307,3,entity_substitution,anonymized,Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_,Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_,Entity_0001 || Entity_0019 || Entity_0007 || Entity_0027 || Entity_0025 || Entity_0026 || Entity_0018 || Entity_0014 || Entity_0011 || Entity_0003,10,2,0,0.5,0.1,0.16666666666666669,0,0,1,1,1,567,128,26.665,2.716,1,Entity_0002,0,1,0,
3hop_test_10333,3,entity_substitution,anonymized,Entity_0006,Entity_0006,Entity_0006 || Entity_0003,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,294,7,1.6689,2.597,1,Entity_0008,0,1,0,
3hop_test_10341,3,entity_substitution,anonymized,Entity_0006;Entity_0010,Entity_0006 || Entity_0010,Entity_0010 || Entity_0005,2,2,0,0.5,0.5,0.5,0,0,0,0,0,294,14,3.7283,2.597,1,Entity_0006,1,1,0,
3hop_test_1141,3,entity_substitution,anonymized,Entity_0006;Entity_0002,Entity_0006 || Entity_0002,Entity_0002 || Entity_0011,2,2,0,0.5,0.5,0.5,0,0,0,0,0,297,14,3.7083,2.597,1,Entity_0006,1,1,0,
3hop_test_1808,3,entity_substitution,anonymized,Entity_0014; Entity_0017; Entity_0005; Entity_0022; Entity_0004; Entity_0008,Entity_0014 || Entity_0017 || Entity_0005 || Entity_0022 || Entity_0004 || Entity_0008,Entity_0014 || Entity_0004 || Entity_0017 || Entity_0022 || Entity_0021 || Entity_0005 || Entity_0020 || Entity_0006 || Entity_0018,9,6,0,0.8333333333333334,0.5555555555555556,0.6666666666666667,0,0,0,0,0,506,42,9.5976,2.676,1,Entity_0008,1,1,0,
3hop_test_1846,3,entity_substitution,anonymized,Entity_0006,Entity_0006,Entity_0006 || Entity_0003,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,297,7,2.0734,2.597,1,Entity_0001,0,1,0,
3hop_test_2649,3,entity_substitution,anonymized,Entity_0005;Entity_0011;Entity_0014;Entity_0015,Entity_0005 || Entity_0011 || Entity_0014 || Entity_0015,Entity_0008 || Entity_0005 || Entity_0011 || Entity_0001 || Entity_0014,5,4,0,0.75,0.6,0.6666666666666665,0,0,0,0,0,362,28,7.0449,2.61,1,Entity_0015,1,1,0,
3hop_test_438,3,entity_substitution,anonymized,Entity_0002,Entity_0002,Entity_0006,1,1,0,0.0,0.0,0.0,0,0,0,0,0,274,7,1.8699,2.593,1,Entity_0002,1,0,0,
3hop_test_5584,3,entity_substitution,anonymized,Entity_0003;Entity_0012;Entity_0014,Entity_0003 || Entity_0012 || Entity_0014,Entity_0008 || Entity_0013 || Entity_0014 || Entity_0003 || Entity_0002,5,3,0,0.6666666666666666,0.4,0.5,0,0,0,0,0,345,21,5.0639,2.606,1,Entity_0012,1,1,0,
3hop_test_5668,3,entity_substitution,anonymized,Entity_0001;Entity_0005;Entity_0008;Entity_0004,Entity_0001 || Entity_0005 || Entity_0008 || Entity_0004,Entity_0008 || Entity_0004 || Entity_0012 || Entity_0001,4,4,0,0.75,0.75,0.75,0,0,0,0,0,329,28,5.8797,2.603,1,Entity_0005,1,1,0,
3hop_test_6530,3,entity_substitution,anonymized,Entity_0013; Entity_0016; Entity_0018,Entity_0013 || Entity_0016 || Entity_0018,Entity_0004 || Entity_0010 || Entity_0009 || Entity_0018 || Entity_0013,5,3,0,0.6666666666666666,0.4,0.5,0,0,0,0,0,413,21,5.4921,2.632,1,Entity_0016,1,1,0,
3hop_test_8487,3,entity_substitution,anonymized,Entity_0007;Entity_0008;Entity_0011,Entity_0007 || Entity_0008 || Entity_0011,Entity_0013 || Entity_0011 || Entity_0007,3,3,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,326,21,5.1083,2.602,1,Entity_0008,1,1,0,
3hop_test_8647,3,entity_substitution,anonymized,Entity_0006;Entity_0006,Entity_0006 || Entity_0006,Entity_0011 || Entity_0003 || Entity_0013 || Entity_0005 || Entity_0006,5,1,0,1.0,0.2,0.33333333333333337,0,0,1,0,0,380,14,3.9912,2.616,1,Entity_0001,0,1,0,
2hop_test_10263,2,relation_substitution,natural,Cate Blanchett; Pauline Collins; Glenn Close; Jack Thompson; Bryan Brown; Edward Woodward,cate blanchett || pauline collins || glenn close || jack thompson || bryan brown || edward woodward,glenn close || frances mcdormand || edward woodward || bryan brown || cate blanchett || jack thompson || pauline collins,7,6,0,1.0,0.8571428571428571,0.923076923076923,0,0,0,0,0,306,21,2.9512,2.601,0,,,1,0,
2hop_test_10462,2,relation_substitution,natural,Will Arnett;Liam Neeson;Katherine Heigl,will arnett || liam neeson || katherine heigl,brendan fraser || liam neeson || katherine heigl || will arnett,4,3,0,1.0,0.75,0.8571428571428571,0,0,0,0,0,254,15,3.74,2.589,0,,,1,0,
2hop_test_10615,2,relation_substitution,natural,UNKNOWN,,walter hill,1,0,0,0.0,0.0,0.0,1,0,0,0,0,231,2,0.7086,2.585,0,,,0,0,
2hop_test_1086,2,relation_substitution,natural,Takashi Yamazaki,takashi yamazaki,john woo || takashi yamazaki,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,248,7,1.99,2.588,0,,,1,0,
2hop_test_11223,2,relation_substitution,natural,UNKNOWN,,jafar panahi,1,0,0,0.0,0.0,0.0,1,0,0,0,0,209,2,0.7114,2.581,0,,,0,0,
2hop_test_11457,2,relation_substitution,natural,UNKNOWN,,daniel de oliveira,1,0,0,0.0,0.0,0.0,1,0,0,0,0,211,2,0.7074,2.581,0,,,0,0,
2hop_test_11618,2,relation_substitution,natural,Karey Kirkpatrick; Tim Johnson,karey kirkpatrick || tim johnson,tim johnson || karey kirkpatrick || robert luketic,3,2,0,1.0,0.6666666666666666,0.8,0,0,0,0,0,260,9,2.4742,2.59,0,,,1,0,
2hop_test_13543,2,relation_substitution,natural,UNKNOWN,,ken bruen,1,0,0,0.0,0.0,0.0,1,0,0,0,0,204,2,0.7169,2.579,0,,,0,0,
2hop_test_14308,2,relation_substitution,natural,UNKNOWN,,bette gordon,1,0,0,0.0,0.0,0.0,1,0,0,0,0,223,2,0.5958,2.583,0,,,0,0,
2hop_test_14455,2,relation_substitution,natural,Webb Smith; Dorothy Ann Blank; Merrill De Maris; Richard Creedon; Earl Hurd; Otto Englander; Ted Sears,webb smith || dorothy ann blank || merrill de maris || richard creedon || earl hurd || otto englander || ted sears,dorothy ann blank || dick rickard || richard creedon || otto englander || earl hurd || merrill de maris || webb smith || ted sears,8,7,0,1.0,0.875,0.9333333333333333,0,0,0,0,0,352,28,4.4012,2.609,0,,,1,0,
2hop_test_1706,2,relation_substitution,natural,Renny Harlin; UNKNOWN,renny harlin || unknown,renny harlin || todd lincoln,2,2,0,0.5,0.5,0.5,0,1,0,1,0,236,7,1.9491,2.586,0,,,1,0,
2hop_test_1772,2,relation_substitution,natural,UNKNOWN,,jean becker,1,0,0,0.0,0.0,0.0,1,0,0,0,0,212,2,0.739,2.581,0,,,0,0,
2hop_test_8123,2,relation_substitution,natural,Heather Graham; Kelly Lynch,heather graham || kelly lynch,kelly lynch || matt dillon || heather graham,3,2,0,1.0,0.6666666666666666,0.8,0,0,0,0,0,232,7,1.883,2.585,0,,,1,0,
2hop_test_9147,2,relation_substitution,natural,John Lafia;Don Mancini,john lafia || don mancini,tom holland,1,2,0,0.0,0.0,0.0,0,0,0,0,0,214,9,1.4823,2.581,0,,,0,0,
3hop_test_10122,3,relation_substitution,natural,UNKNOWN,,wendy wasserstein || stephen mccauley || arthur miller || alan bennett,4,0,0,0.0,0.0,0.0,1,0,0,0,0,299,2,0.8882,2.599,0,,,0,0,
3hop_test_10307,3,relation_substitution,natural,Ingmar Bergman; Harold Prince; Akira Kurosawa; Baran bo Odar; Steve McQueen; Liv Ullmann; Jordan Barker,ingmar bergman || harold prince || akira kurosawa || baran bo odar || steve mcqueen || liv ullmann || jordan barker,baran bo odar || steve mcqueen || harold prince || ingmar bergman || liv ullmann || akira kurosawa || jordan barker || richard brooks || alf sjöberg || kenneth branagh,10,7,0,1.0,0.7,0.8235294117647058,0,0,0,0,0,433,32,7.5912,2.641,0,,,1,0,
3hop_test_10333,3,relation_substitution,natural,David Michôd,david michôd,david michôd || joel edgerton,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,230,5,1.3448,2.584,0,,,1,0,
3hop_test_10341,3,relation_substitution,natural,Neal Brennan; Dave Chappelle,neal brennan || dave chappelle,dave chappelle || neal brennan,2,2,1,1.0,1.0,1.0,0,0,0,0,0,238,8,2.0316,2.587,0,,,1,1,
3hop_test_1141,3,relation_substitution,natural,UNKNOWN,,norman panama || melvin frank,2,0,0,0.0,0.0,0.0,1,0,0,0,0,250,2,0.7362,2.589,0,,,0,0,
3hop_test_1808,3,relation_substitution,natural,James Hacking; Kevin Allen; Paul Durden; Richard Jobson; Tom Stoppard; Robert Harris; John Hay,james hacking || kevin allen || paul durden || richard jobson || tom stoppard || robert harris || john hay,james hacking || john hay || kevin allen || roland joffé || michael barak || richard jobson || paul durden || robert harris || tom stoppard,9,7,0,1.0,0.7777777777777778,0.8750000000000001,0,0,0,0,0,375,26,6.4191,2.614,0,,,1,0,
3hop_test_1846,3,relation_substitution,natural,UNKNOWN,,gregory jacobs || steven soderbergh,2,0,0,0.0,0.0,0.0,1,0,0,0,0,230,2,0.7002,2.584,0,,,0,0,
3hop_test_2649,3,relation_substitution,natural,Mario Monicelli;Vincenzo Cerami;Cesare Zavattini,mario monicelli || vincenzo cerami || cesare zavattini,vincenzo cerami || mario monicelli || federico fellini || luchino visconti || cesare zavattini,5,3,0,1.0,0.6,0.7499999999999999,0,0,0,0,0,332,20,4.8856,2.604,0,,,1,0,
3hop_test_438,3,relation_substitution,natural,Ross McElwee,ross mcelwee,ross mcelwee,1,1,1,1.0,1.0,1.0,0,0,0,0,0,230,6,1.6924,2.584,0,,,1,1,
3hop_test_5584,3,relation_substitution,natural,Marcus Dunstan; Stanley Mann; John Fowles; John Kohn,marcus dunstan || stanley mann || john fowles || john kohn,stanley mann || patrick melton || john kohn || john fowles || marcus dunstan,5,4,0,1.0,0.8,0.888888888888889,0,0,0,0,0,257,16,3.9599,2.59,0,,,1,0,
3hop_test_5668,3,relation_substitution,natural,Jerzy Kawalerowicz; Steve Zahn,jerzy kawalerowicz || steve zahn,steve zahn || danny glover || matthias schweighöfer || leelee sobieski,4,2,0,0.5,0.25,0.3333333333333333,0,0,0,0,0,276,11,3.0194,2.593,0,,,1,0,
3hop_test_6530,3,relation_substitution,natural,Sydney Pollack; Martin Scorsese; Brian De Palma; John Flynn,sydney pollack || martin scorsese || brian de palma || john flynn,sydney pollack || paul schrader || brian de palma || john flynn || martin scorsese,5,4,0,1.0,0.8,0.888888888888889,0,0,0,0,0,334,18,4.6241,2.604,0,,,1,0,
3hop_test_8487,3,relation_substitution,natural,Catherine Breillat,catherine breillat,catherine breillat || charles perrault || edward dmytryk,3,1,0,1.0,0.3333333333333333,0.5,0,0,0,0,0,269,6,1.6558,2.592,0,,,1,0,
3hop_test_8647,3,relation_substitution,natural,Robert Rodriguez; Quentin Tarantino; Alexandre Rockwell; Allison Anders,robert rodriguez || quentin tarantino || alexandre rockwell || allison anders,allison anders || ethan maniquis || alexandre rockwell || quentin tarantino || robert rodriguez,5,4,0,1.0,0.8,0.888888888888889,0,0,0,0,0,304,14,3.571,2.599,0,,,1,0,
2hop_test_10263,2,relation_substitution,anonymized,Entity_0009; Entity_0008; Entity_0013; Entity_0002; Entity_0010; Entity_0001,Entity_0009 || Entity_0008 || Entity_0013 || Entity_0002 || Entity_0010 || Entity_0001,Entity_0013 || Entity_0007 || Entity_0001 || Entity_0010 || Entity_0009 || Entity_0002 || Entity_0008,7,6,0,1.0,0.8571428571428571,0.923076923076923,0,0,0,0,0,380,42,8.986,2.616,0,,,1,0,
2hop_test_10462,2,relation_substitution,anonymized,Entity_0001; Entity_0003; Entity_0008,Entity_0001 || Entity_0003 || Entity_0008,Entity_0007 || Entity_0003 || Entity_0001 || Entity_0008,4,3,0,1.0,0.75,0.8571428571428571,0,0,0,0,0,309,21,5.1062,2.601,0,,,1,0,
2hop_test_10615,2,relation_substitution,anonymized,UNKNOWN,,Entity_0004,1,0,0,0.0,0.0,0.0,1,0,0,0,0,259,2,0.8528,2.59,0,,,0,0,
2hop_test_1086,2,relation_substitution,anonymized,Entity_0004,Entity_0004,Entity_0010 || Entity_0004,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,296,7,1.9936,2.597,0,,,1,0,
2hop_test_11223,2,relation_substitution,anonymized,UNKNOWN,,Entity_0005,1,0,0,0.0,0.0,0.0,1,0,0,0,0,259,2,0.8554,2.59,0,,,0,0,
2hop_test_11457,2,relation_substitution,anonymized,UNKNOWN,,Entity_0009,1,0,0,0.0,0.0,0.0,1,0,0,0,0,257,2,0.8817,2.59,0,,,0,0,
2hop_test_11618,2,relation_substitution,anonymized,UNKNOWN,,Entity_0006 || Entity_0001 || Entity_0003,3,0,0,0.0,0.0,0.0,1,0,0,0,0,313,2,0.888,2.601,0,,,0,0,
2hop_test_13543,2,relation_substitution,anonymized,UNKNOWN,,Entity_0001,1,0,0,0.0,0.0,0.0,1,0,0,0,0,259,2,0.8892,2.59,0,,,0,0,
2hop_test_14308,2,relation_substitution,anonymized,UNKNOWN,,Entity_0006,1,0,0,0.0,0.0,0.0,1,0,0,0,0,260,2,0.8428,2.59,0,,,0,0,
2hop_test_14455,2,relation_substitution,anonymized,Entity_0004;Entity_0006;Entity_0007;Entity_0010;Entity_0011;Entity_0013;Entity_0014;Entity_0017,Entity_0004 || Entity_0006 || Entity_0007 || Entity_0010 || Entity_0011 || Entity_0013 || Entity_0014 || Entity_0017,Entity_0014 || Entity_0005 || Entity_0017 || Entity_0006 || Entity_0010 || Entity_0004 || Entity_0007 || Entity_0013,8,8,0,0.875,0.875,0.875,0,0,0,0,0,377,56,12.6274,2.615,0,,,1,0,
2hop_test_1706,2,relation_substitution,anonymized,Entity_0012,Entity_0012,Entity_0012 || Entity_0006,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,295,7,2.0346,2.597,0,,,1,0,
2hop_test_1772,2,relation_substitution,anonymized,UNKNOWN,,Entity_0001,1,0,0,0.0,0.0,0.0,1,0,0,0,0,257,2,0.8561,2.59,0,,,0,0,
2hop_test_8123,2,relation_substitution,anonymized,Entity_0010;Entity_0006,Entity_0010 || Entity_0006,Entity_0010 || Entity_0011 || Entity_0006,3,2,0,1.0,0.6666666666666666,0.8,0,0,0,0,0,291,14,3.5026,2.596,0,,,1,0,
2hop_test_9147,2,relation_substitution,anonymized,Entity_0001,Entity_0001,Entity_0006,1,1,0,0.0,0.0,0.0,0,0,0,0,0,258,7,1.7777,2.59,0,,,0,0,
3hop_test_10122,3,relation_substitution,anonymized,Entity_0003;Entity_0004;Entity_0002,Entity_0003 || Entity_0004 || Entity_0002,Entity_0002 || Entity_0016 || Entity_0004 || Entity_0003,4,3,0,1.0,0.75,0.8571428571428571,0,0,0,0,0,364,21,5.0906,2.61,0,,,1,0,
3hop_test_10307,3,relation_substitution,anonymized,Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_,Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_,Entity_0001 || Entity_0019 || Entity_0007 || Entity_0027 || Entity_0025 || Entity_0026 || Entity_0018 || Entity_0014 || Entity_0011 || Entity_0003,10,2,0,0.5,0.1,0.16666666666666669,0,0,1,1,1,568,128,28.6787,2.716,0,,,1,0,
3hop_test_10333,3,relation_substitution,anonymized,Entity_0006,Entity_0006,Entity_0006 || Entity_0003,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,295,7,2.2104,2.597,0,,,1,0,
3hop_test_10341,3,relation_substitution,anonymized,Entity_0005;Entity_0009,Entity_0005 || Entity_0009,Entity_0010 || Entity_0005,2,2,0,0.5,0.5,0.5,0,0,0,0,0,294,14,3.0118,2.597,0,,,1,0,
3hop_test_1141,3,relation_substitution,anonymized,Entity_0011,Entity_0011,Entity_0002 || Entity_0011,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,297,7,1.2759,2.597,0,,,1,0,
3hop_test_1808,3,relation_substitution,anonymized,Entity_0014; Entity_0017; Entity_0004; Entity_0020; Entity_0005; Entity_0021; Entity_0018; Entity_0006,Entity_0014 || Entity_0017 || Entity_0004 || Entity_0020 || Entity_0005 || Entity_0021 || Entity_0018 || Entity_0006,Entity_0014 || Entity_0004 || Entity_0017 || Entity_0022 || Entity_0021 || Entity_0005 || Entity_0020 || Entity_0006 || Entity_0018,9,8,0,1.0,0.8888888888888888,0.9411764705882353,0,0,0,0,0,507,56,12.911,2.676,0,,,1,0,
3hop_test_1846,3,relation_substitution,anonymized,UNKNOWN,,Entity_0006 || Entity_0003,2,0,0,0.0,0.0,0.0,1,0,0,0,0,298,2,0.8417,2.597,0,,,0,0,
3hop_test_2649,3,relation_substitution,anonymized,Entity_0005;Entity_0011;Entity_0014,Entity_0005 || Entity_0011 || Entity_0014,Entity_0008 || Entity_0005 || Entity_0011 || Entity_0001 || Entity_0014,5,3,0,1.0,0.6,0.7499999999999999,0,0,0,0,0,363,21,5.2456,2.61,0,,,1,0,
3hop_test_438,3,relation_substitution,anonymized,Entity_0006,Entity_0006,Entity_0006,1,1,1,1.0,1.0,1.0,0,0,0,0,0,275,7,1.3292,2.593,0,,,1,1,
3hop_test_5584,3,relation_substitution,anonymized,Entity_0002;Entity_0011,Entity_0002 || Entity_0011,Entity_0008 || Entity_0013 || Entity_0014 || Entity_0003 || Entity_0002,5,2,0,0.5,0.2,0.28571428571428575,0,0,0,0,0,345,14,4.4166,2.606,0,,,1,0,
3hop_test_5668,3,relation_substitution,anonymized,Entity_0001;Entity_0012;Entity_0004,Entity_0001 || Entity_0012 || Entity_0004,Entity_0008 || Entity_0004 || Entity_0012 || Entity_0001,4,3,0,1.0,0.75,0.8571428571428571,0,0,0,0,0,328,21,4.7498,2.603,0,,,1,0,
3hop_test_6530,3,relation_substitution,anonymized,Entity_0013;Entity_0009;Entity_0018,Entity_0013 || Entity_0009 || Entity_0018,Entity_0004 || Entity_0010 || Entity_0009 || Entity_0018 || Entity_0013,5,3,0,1.0,0.6,0.7499999999999999,0,0,0,0,0,414,21,5.2319,2.633,0,,,1,0,
3hop_test_8487,3,relation_substitution,anonymized,Entity_0007;Entity_0013,Entity_0007 || Entity_0013,Entity_0013 || Entity_0011 || Entity_0007,3,2,0,1.0,0.6666666666666666,0.8,0,0,0,0,0,327,14,3.9984,2.603,0,,,1,0,
3hop_test_8647,3,relation_substitution,anonymized,Entity_0003;Entity_0011;Entity_0013,Entity_0003 || Entity_0011 || Entity_0013,Entity_0011 || Entity_0003 || Entity_0013 || Entity_0005 || Entity_0006,5,3,0,1.0,0.6,0.7499999999999999,0,0,0,0,0,381,21,4.8132,2.617,0,,,1,0,
2hop_test_10263,2,contradiction,natural,Cate Blanchett; Frances McDormand; Pauline Collins; Glenn Close; Matt LeBlanc; Edward Woodward; Jack Thompson; Bryan Brown,cate blanchett || frances mcdormand || pauline collins || glenn close || matt leblanc || edward woodward || jack thompson || bryan brown,glenn close || frances mcdormand || edward woodward || bryan brown || cate blanchett || jack thompson || pauline collins,7,8,0,0.875,1.0,0.9333333333333333,0,0,0,0,0,309,31,5.3885,2.601,1,matt leblanc,1,1,1,both
2hop_test_10462,2,contradiction,natural,Will Arnett;Liam Neeson;Brendan Fraser;Jane Asher;Katherine Heigl,will arnett || liam neeson || brendan fraser || jane asher || katherine heigl,brendan fraser || liam neeson || katherine heigl || will arnett,4,5,0,0.8,1.0,0.888888888888889,0,0,0,0,0,257,24,5.9578,2.59,1,jane asher,1,1,1,both
2hop_test_10615,2,contradiction,natural,UNKNOWN,,walter hill,1,0,0,0.0,0.0,0.0,1,0,0,0,0,228,2,0.7075,2.584,1,shaun tan,0,0,0,UNKNOWN
2hop_test_1086,2,contradiction,natural,John Woo;Takashi Yamazaki;Gary Brandner,john woo || takashi yamazaki || gary brandner,john woo || takashi yamazaki,2,3,0,0.6666666666666666,1.0,0.8,0,0,0,0,0,242,14,3.4859,2.587,1,gary brandner,1,1,1,both
2hop_test_11223,2,contradiction,natural,Jafar Panahi; Robert Mark Kamen,jafar panahi || robert mark kamen,jafar panahi,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,207,11,2.7721,2.58,1,robert mark kamen,1,1,1,both
2hop_test_11457,2,contradiction,natural,Daniel de Oliveira; Kirina Mano,daniel de oliveira || kirina mano,daniel de oliveira,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,212,9,1.3361,2.581,1,kirina mano,1,1,1,both
2hop_test_11618,2,contradiction,natural,Kevin Hooks; Karey Kirkpatrick; Tim Johnson,kevin hooks || karey kirkpatrick || tim johnson,tim johnson || karey kirkpatrick || robert luketic,3,3,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,259,11,1.8268,2.59,1,kevin hooks,1,1,0,both
2hop_test_13543,2,contradiction,natural,Bruce Joel Rubin; Ken Bruen,bruce joel rubin || ken bruen,ken bruen,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,202,8,2.113,2.579,1,bruce joel rubin,1,1,1,both
2hop_test_14308,2,contradiction,natural,UNKNOWN,,bette gordon,1,0,0,0.0,0.0,0.0,1,0,0,0,0,222,2,0.7457,2.583,1,seth michael donsky,0,0,0,UNKNOWN
2hop_test_14455,2,contradiction,natural,Webb Smith; Dorothy Ann Blank; Merrill De Maris; Paul Mazursky; Richard Creedon; Earl Hurd; Dick Rickard; Otto Englander; Ted Sears,webb smith || dorothy ann blank || merrill de maris || paul mazursky || richard creedon || earl hurd || dick rickard || otto englander || ted sears,dorothy ann blank || dick rickard || richard creedon || otto englander || earl hurd || merrill de maris || webb smith || ted sears,8,9,0,0.8888888888888888,1.0,0.9411764705882353,0,0,0,0,0,356,37,4.7214,2.61,1,paul mazursky,1,1,1,both
2hop_test_1706,2,contradiction,natural,Renny Harlin; Ramin Bahrani,renny harlin || ramin bahrani,renny harlin || todd lincoln,2,2,0,0.5,0.5,0.5,0,0,0,0,0,237,11,2.7869,2.587,1,ramin bahrani,1,1,0,both
2hop_test_1772,2,contradiction,natural,UNKNOWN,,jean becker,1,0,0,0.0,0.0,0.0,1,0,0,0,0,216,2,0.7502,2.582,1,jeff feuerzeig,0,0,0,UNKNOWN
2hop_test_8123,2,contradiction,natural,Heather Graham; Matt Dillon; Kelly Lynch; Kad Merad,heather graham || matt dillon || kelly lynch || kad merad,kelly lynch || matt dillon || heather graham,3,4,0,0.75,1.0,0.8571428571428571,0,0,0,0,0,233,14,3.4587,2.586,1,kad merad,1,1,1,both
2hop_test_9147,2,contradiction,natural,Walter Lang; Tom Holland,walter lang || tom holland,tom holland,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,214,7,1.1506,2.581,1,walter lang,1,1,1,both
3hop_test_10122,3,contradiction,natural,Nicholas Hytner,nicholas hytner,wendy wasserstein || stephen mccauley || arthur miller || alan bennett,4,1,0,0.0,0.0,0.0,0,0,0,0,0,302,6,1.792,2.6,1,dino buzzati,0,0,0,other
3hop_test_10307,3,contradiction,natural,Ingmar Bergman; Kenneth Branagh; Akira Kurosawa; Liv Ullmann; Baran bo Odar; Billy Chan; Jordan Barker; Harold Prince; Richard Brooks,ingmar bergman || kenneth branagh || akira kurosawa || liv ullmann || baran bo odar || billy chan || jordan barker || harold prince || richard brooks,baran bo odar || steve mcqueen || harold prince || ingmar bergman || liv ullmann || akira kurosawa || jordan barker || richard brooks || alf sjöberg || kenneth branagh,10,9,0,0.8888888888888888,0.8,0.8421052631578948,0,0,0,0,0,429,38,7.8567,2.639,1,billy chan,1,1,0,both
3hop_test_10333,3,contradiction,natural,David Michôd; Joel Edgerton,david michôd || joel edgerton,david michôd || joel edgerton,2,2,1,1.0,1.0,1.0,0,0,0,0,0,230,10,2.2208,2.584,1,ernest k. gann,0,1,1,gold_only
3hop_test_10341,3,contradiction,natural,Dave Chappelle;Robert Thoeren;Neal Brennan,dave chappelle || robert thoeren || neal brennan,dave chappelle || neal brennan,2,3,0,0.6666666666666666,1.0,0.8,0,0,0,0,0,241,13,2.8519,2.587,1,robert thoeren,1,1,1,both
3hop_test_1141,3,contradiction,natural,UNKNOWN,,norman panama || melvin frank,2,0,0,0.0,0.0,0.0,1,0,0,0,0,253,2,0.7042,2.589,1,madhur bhandarkar,0,0,0,UNKNOWN
3hop_test_1808,3,contradiction,natural,Kevin Allen; Vittorio Taviani; Michael Barak; Tom Stoppard; Robert Harris,kevin allen || vittorio taviani || michael barak || tom stoppard || robert harris,james hacking || john hay || kevin allen || roland joffé || michael barak || richard jobson || paul durden || robert harris || tom stoppard,9,5,0,0.8,0.4444444444444444,0.5714285714285714,0,0,0,0,0,376,22,4.7485,2.615,1,vittorio taviani,1,1,0,both
3hop_test_1846,3,contradiction,natural,UNKNOWN,,gregory jacobs || steven soderbergh,2,0,0,0.0,0.0,0.0,1,0,0,0,0,231,2,0.6855,2.585,1,richard kwietniowski,0,0,0,UNKNOWN
3hop_test_2649,3,contradiction,natural,Mario Monicelli;Vincenzo Cerami;Luchino Visconti,mario monicelli || vincenzo cerami || luchino visconti,vincenzo cerami || mario monicelli || federico fellini || luchino visconti || cesare zavattini,5,3,0,1.0,0.6,0.7499999999999999,0,0,0,0,0,330,18,3.7009,2.603,1,carol amen,0,1,0,gold_only
